dataset_id,fold_id,subject_id,k,valid,num_present_classes,required_windows_per_class,insufficient_classes
wear,loso_subject_0,0,0,True,18,1,{}
wear,loso_subject_0,0,1,True,18,2,{}
wear,loso_subject_0,0,2,True,18,3,{}
wear,loso_subject_0,0,3,True,18,4,{}
wear,loso_subject_0,0,4,True,18,5,{}
wear,loso_subject_0,0,5,True,18,6,{}
wear,loso_subject_0,0,6,True,18,7,{}
wear,loso_subject_0,0,7,True,18,8,{}
wear,loso_subject_0,0,8,True,18,9,{}
wear,loso_subject_0,0,9,True,18,10,{}
wear,loso_subject_0,0,10,True,18,11,{}
wear,loso_subject_0,0,11,True,18,12,{}
wear,loso_subject_0,0,12,True,18,13,{}
wear,loso_subject_0,0,13,True,18,14,{}
wear,loso_subject_0,0,14,True,18,15,{}
wear,loso_subject_0,0,15,True,18,16,{}
wear,loso_subject_0,0,16,True,18,17,{}
wear,loso_subject_1,1,0,True,18,1,{}
wear,loso_subject_1,1,1,True,18,2,{}
wear,loso_subject_1,1,2,True,18,3,{}
wear,loso_subject_1,1,3,True,18,4,{}
wear,loso_subject_1,1,4,True,18,5,{}
wear,loso_subject_1,1,5,True,18,6,{}
wear,loso_subject_1,1,6,True,18,7,{}
wear,loso_subject_1,1,7,True,18,8,{}
wear,loso_subject_1,1,8,True,18,9,{}
wear,loso_subject_1,1,9,True,18,10,{}
wear,loso_subject_1,1,10,True,18,11,{}
wear,loso_subject_1,1,11,True,18,12,{}
wear,loso_subject_1,1,12,True,18,13,{}
wear,loso_subject_1,1,13,True,18,14,{}
wear,loso_subject_1,1,14,True,18,15,{}
wear,loso_subject_1,1,15,True,18,16,{}
wear,loso_subject_1,1,16,True,18,17,{}
wear,loso_subject_2,2,0,True,17,1,{}
wear,loso_subject_2,2,1,True,17,2,{}
wear,loso_subject_2,2,2,True,17,3,{}
wear,loso_subject_2,2,3,True,17,4,{}
wear,loso_subject_2,2,4,True,17,5,{}
wear,loso_subject_2,2,5,True,17,6,{}
wear,loso_subject_2,2,6,True,17,7,{}
wear,loso_subject_2,2,7,True,17,8,{}
wear,loso_subject_2,2,8,True,17,9,{}
wear,loso_subject_2,2,9,True,17,10,{}
wear,loso_subject_2,2,10,True,17,11,{}
wear,loso_subject_2,2,11,True,17,12,{}
wear,loso_subject_2,2,12,True,17,13,{}
wear,loso_subject_2,2,13,True,17,14,{}
wear,loso_subject_2,2,14,True,17,15,{}
wear,loso_subject_2,2,15,True,17,16,{}
wear,loso_subject_2,2,16,True,17,17,{}
wear,loso_subject_3,3,0,True,18,1,{}
wear,loso_subject_3,3,1,True,18,2,{}
wear,loso_subject_3,3,2,True,18,3,{}
wear,loso_subject_3,3,3,True,18,4,{}
wear,loso_subject_3,3,4,True,18,5,{}
wear,loso_subject_3,3,5,True,18,6,{}
wear,loso_subject_3,3,6,True,18,7,{}
wear,loso_subject_3,3,7,True,18,8,{}
wear,loso_subject_3,3,8,True,18,9,{}
wear,loso_subject_3,3,9,True,18,10,{}
wear,loso_subject_3,3,10,True,18,11,{}
wear,loso_subject_3,3,11,True,18,12,{}
wear,loso_subject_3,3,12,True,18,13,{}
wear,loso_subject_3,3,13,True,18,14,{}
wear,loso_subject_3,3,14,True,18,15,{}
wear,loso_subject_3,3,15,True,18,16,{}
wear,loso_subject_3,3,16,True,18,17,{}
wear,loso_subject_4,4,0,True,18,1,{}
wear,loso_subject_4,4,1,True,18,2,{}
wear,loso_subject_4,4,2,True,18,3,{}
wear,loso_subject_4,4,3,True,18,4,{}
wear,loso_subject_4,4,4,True,18,5,{}
wear,loso_subject_4,4,5,True,18,6,{}
wear,loso_subject_4,4,6,True,18,7,{}
wear,loso_subject_4,4,7,True,18,8,{}
wear,loso_subject_4,4,8,True,18,9,{}
wear,loso_subject_4,4,9,True,18,10,{}
wear,loso_subject_4,4,10,True,18,11,{}
wear,loso_subject_4,4,11,True,18,12,{}
wear,loso_subject_4,4,12,True,18,13,{}
wear,loso_subject_4,4,13,True,18,14,{}
wear,loso_subject_4,4,14,True,18,15,{}
wear,loso_subject_4,4,15,True,18,16,{}
wear,loso_subject_4,4,16,True,18,17,{}
wear,loso_subject_5,5,0,True,18,1,{}
wear,loso_subject_5,5,1,True,18,2,{}
wear,loso_subject_5,5,2,True,18,3,{}
wear,loso_subject_5,5,3,True,18,4,{}
wear,loso_subject_5,5,4,True,18,5,{}
wear,loso_subject_5,5,5,True,18,6,{}
wear,loso_subject_5,5,6,True,18,7,{}
wear,loso_subject_5,5,7,True,18,8,{}
wear,loso_subject_5,5,8,True,18,9,{}
wear,loso_subject_5,5,9,True,18,10,{}
wear,loso_subject_5,5,10,True,18,11,{}
wear,loso_subject_5,5,11,True,18,12,{}
wear,loso_subject_5,5,12,True,18,13,{}
wear,loso_subject_5,5,13,True,18,14,{}
wear,loso_subject_5,5,14,True,18,15,{}
wear,loso_subject_5,5,15,True,18,16,{}
wear,loso_subject_5,5,16,True,18,17,{}
wear,loso_subject_6,6,0,True,18,1,{}
wear,loso_subject_6,6,1,True,18,2,{}
wear,loso_subject_6,6,2,True,18,3,{}
wear,loso_subject_6,6,3,True,18,4,{}
wear,loso_subject_6,6,4,True,18,5,{}
wear,loso_subject_6,6,5,True,18,6,{}
wear,loso_subject_6,6,6,True,18,7,{}
wear,loso_subject_6,6,7,True,18,8,{}
wear,loso_subject_6,6,8,True,18,9,{}
wear,loso_subject_6,6,9,True,18,10,{}
wear,loso_subject_6,6,10,True,18,11,{}
wear,loso_subject_6,6,11,True,18,12,{}
wear,loso_subject_6,6,12,True,18,13,{}
wear,loso_subject_6,6,13,True,18,14,{}
wear,loso_subject_6,6,14,True,18,15,{}
wear,loso_subject_6,6,15,True,18,16,{}
wear,loso_subject_6,6,16,True,18,17,{}
wear,loso_subject_7,7,0,True,18,1,{}
wear,loso_subject_7,7,1,True,18,2,{}
wear,loso_subject_7,7,2,True,18,3,{}
wear,loso_subject_7,7,3,True,18,4,{}
wear,loso_subject_7,7,4,True,18,5,{}
wear,loso_subject_7,7,5,True,18,6,{}
wear,loso_subject_7,7,6,True,18,7,{}
wear,loso_subject_7,7,7,True,18,8,{}
wear,loso_subject_7,7,8,True,18,9,{}
wear,loso_subject_7,7,9,True,18,10,{}
wear,loso_subject_7,7,10,True,18,11,{}
wear,loso_subject_7,7,11,True,18,12,{}
wear,loso_subject_7,7,12,True,18,13,{}
wear,loso_subject_7,7,13,True,18,14,{}
wear,loso_subject_7,7,14,True,18,15,{}
wear,loso_subject_7,7,15,True,18,16,{}
wear,loso_subject_7,7,16,True,18,17,{}
wear,loso_subject_8,8,0,True,18,1,{}
wear,loso_subject_8,8,1,True,18,2,{}
wear,loso_subject_8,8,2,True,18,3,{}
wear,loso_subject_8,8,3,True,18,4,{}
wear,loso_subject_8,8,4,True,18,5,{}
wear,loso_subject_8,8,5,True,18,6,{}
wear,loso_subject_8,8,6,True,18,7,{}
wear,loso_subject_8,8,7,True,18,8,{}
wear,loso_subject_8,8,8,True,18,9,{}
wear,loso_subject_8,8,9,True,18,10,{}
wear,loso_subject_8,8,10,True,18,11,{}
wear,loso_subject_8,8,11,True,18,12,{}
wear,loso_subject_8,8,12,True,18,13,{}
wear,loso_subject_8,8,13,True,18,14,{}
wear,loso_subject_8,8,14,True,18,15,{}
wear,loso_subject_8,8,15,True,18,16,{}
wear,loso_subject_8,8,16,True,18,17,{}
wear,loso_subject_9,9,0,True,18,1,{}
wear,loso_subject_9,9,1,True,18,2,{}
wear,loso_subject_9,9,2,True,18,3,{}
wear,loso_subject_9,9,3,True,18,4,{}
wear,loso_subject_9,9,4,True,18,5,{}
wear,loso_subject_9,9,5,True,18,6,{}
wear,loso_subject_9,9,6,True,18,7,{}
wear,loso_subject_9,9,7,True,18,8,{}
wear,loso_subject_9,9,8,True,18,9,{}
wear,loso_subject_9,9,9,True,18,10,{}
wear,loso_subject_9,9,10,True,18,11,{}
wear,loso_subject_9,9,11,True,18,12,{}
wear,loso_subject_9,9,12,True,18,13,{}
wear,loso_subject_9,9,13,True,18,14,{}
wear,loso_subject_9,9,14,True,18,15,{}
wear,loso_subject_9,9,15,True,18,16,{}
wear,loso_subject_9,9,16,True,18,17,{}
wear,loso_subject_10,10,0,True,12,1,{}
wear,loso_subject_10,10,1,True,12,2,{}
wear,loso_subject_10,10,2,True,12,3,{}
wear,loso_subject_10,10,3,True,12,4,{}
wear,loso_subject_10,10,4,True,12,5,{}
wear,loso_subject_10,10,5,True,12,6,{}
wear,loso_subject_10,10,6,True,12,7,{}
wear,loso_subject_10,10,7,True,12,8,{}
wear,loso_subject_10,10,8,True,12,9,{}
wear,loso_subject_10,10,9,True,12,10,{}
wear,loso_subject_10,10,10,True,12,11,{}
wear,loso_subject_10,10,11,True,12,12,{}
wear,loso_subject_10,10,12,True,12,13,{}
wear,loso_subject_10,10,13,True,12,14,{}
wear,loso_subject_10,10,14,True,12,15,{}
wear,loso_subject_10,10,15,False,12,16,"{""1"": {""available_windows"": 15, ""name"": ""Burpees""}}"
wear,loso_subject_10,10,16,False,12,17,"{""1"": {""available_windows"": 15, ""name"": ""Burpees""}}"
wear,loso_subject_11,11,0,True,18,1,{}
wear,loso_subject_11,11,1,True,18,2,{}
wear,loso_subject_11,11,2,True,18,3,{}
wear,loso_subject_11,11,3,True,18,4,{}
wear,loso_subject_11,11,4,True,18,5,{}
wear,loso_subject_11,11,5,True,18,6,{}
wear,loso_subject_11,11,6,True,18,7,{}
wear,loso_subject_11,11,7,True,18,8,{}
wear,loso_subject_11,11,8,True,18,9,{}
wear,loso_subject_11,11,9,True,18,10,{}
wear,loso_subject_11,11,10,True,18,11,{}
wear,loso_subject_11,11,11,True,18,12,{}
wear,loso_subject_11,11,12,True,18,13,{}
wear,loso_subject_11,11,13,True,18,14,{}
wear,loso_subject_11,11,14,True,18,15,{}
wear,loso_subject_11,11,15,True,18,16,{}
wear,loso_subject_11,11,16,True,18,17,{}
wear,loso_subject_12,12,0,True,18,1,{}
wear,loso_subject_12,12,1,True,18,2,{}
wear,loso_subject_12,12,2,True,18,3,{}
wear,loso_subject_12,12,3,True,18,4,{}
wear,loso_subject_12,12,4,True,18,5,{}
wear,loso_subject_12,12,5,True,18,6,{}
wear,loso_subject_12,12,6,True,18,7,{}
wear,loso_subject_12,12,7,True,18,8,{}
wear,loso_subject_12,12,8,True,18,9,{}
wear,loso_subject_12,12,9,True,18,10,{}
wear,loso_subject_12,12,10,True,18,11,{}
wear,loso_subject_12,12,11,True,18,12,{}
wear,loso_subject_12,12,12,True,18,13,{}
wear,loso_subject_12,12,13,True,18,14,{}
wear,loso_subject_12,12,14,True,18,15,{}
wear,loso_subject_12,12,15,True,18,16,{}
wear,loso_subject_12,12,16,True,18,17,{}
wear,loso_subject_13,13,0,True,18,1,{}
wear,loso_subject_13,13,1,True,18,2,{}
wear,loso_subject_13,13,2,True,18,3,{}
wear,loso_subject_13,13,3,True,18,4,{}
wear,loso_subject_13,13,4,True,18,5,{}
wear,loso_subject_13,13,5,True,18,6,{}
wear,loso_subject_13,13,6,True,18,7,{}
wear,loso_subject_13,13,7,True,18,8,{}
wear,loso_subject_13,13,8,True,18,9,{}
wear,loso_subject_13,13,9,True,18,10,{}
wear,loso_subject_13,13,10,True,18,11,{}
wear,loso_subject_13,13,11,True,18,12,{}
wear,loso_subject_13,13,12,True,18,13,{}
wear,loso_subject_13,13,13,True,18,14,{}
wear,loso_subject_13,13,14,True,18,15,{}
wear,loso_subject_13,13,15,True,18,16,{}
wear,loso_subject_13,13,16,True,18,17,{}
wear,loso_subject_14,14,0,True,18,1,{}
wear,loso_subject_14,14,1,True,18,2,{}
wear,loso_subject_14,14,2,True,18,3,{}
wear,loso_subject_14,14,3,True,18,4,{}
wear,loso_subject_14,14,4,True,18,5,{}
wear,loso_subject_14,14,5,True,18,6,{}
wear,loso_subject_14,14,6,True,18,7,{}
wear,loso_subject_14,14,7,True,18,8,{}
wear,loso_subject_14,14,8,True,18,9,{}
wear,loso_subject_14,14,9,True,18,10,{}
wear,loso_subject_14,14,10,True,18,11,{}
wear,loso_subject_14,14,11,True,18,12,{}
wear,loso_subject_14,14,12,True,18,13,{}
wear,loso_subject_14,14,13,True,18,14,{}
wear,loso_subject_14,14,14,True,18,15,{}
wear,loso_subject_14,14,15,True,18,16,{}
wear,loso_subject_14,14,16,True,18,17,{}
wear,loso_subject_15,15,0,True,18,1,{}
wear,loso_subject_15,15,1,True,18,2,{}
wear,loso_subject_15,15,2,True,18,3,{}
wear,loso_subject_15,15,3,True,18,4,{}
wear,loso_subject_15,15,4,True,18,5,{}
wear,loso_subject_15,15,5,True,18,6,{}
wear,loso_subject_15,15,6,True,18,7,{}
wear,loso_subject_15,15,7,True,18,8,{}
wear,loso_subject_15,15,8,True,18,9,{}
wear,loso_subject_15,15,9,True,18,10,{}
wear,loso_subject_15,15,10,True,18,11,{}
wear,loso_subject_15,15,11,True,18,12,{}
wear,loso_subject_15,15,12,True,18,13,{}
wear,loso_subject_15,15,13,True,18,14,{}
wear,loso_subject_15,15,14,True,18,15,{}
wear,loso_subject_15,15,15,True,18,16,{}
wear,loso_subject_15,15,16,True,18,17,{}
wear,loso_subject_16,16,0,True,18,1,{}
wear,loso_subject_16,16,1,True,18,2,{}
wear,loso_subject_16,16,2,True,18,3,{}
wear,loso_subject_16,16,3,True,18,4,{}
wear,loso_subject_16,16,4,True,18,5,{}
wear,loso_subject_16,16,5,True,18,6,{}
wear,loso_subject_16,16,6,True,18,7,{}
wear,loso_subject_16,16,7,True,18,8,{}
wear,loso_subject_16,16,8,True,18,9,{}
wear,loso_subject_16,16,9,True,18,10,{}
wear,loso_subject_16,16,10,True,18,11,{}
wear,loso_subject_16,16,11,True,18,12,{}
wear,loso_subject_16,16,12,True,18,13,{}
wear,loso_subject_16,16,13,True,18,14,{}
wear,loso_subject_16,16,14,True,18,15,{}
wear,loso_subject_16,16,15,True,18,16,{}
wear,loso_subject_16,16,16,True,18,17,{}
wear,loso_subject_17,17,0,True,18,1,{}
wear,loso_subject_17,17,1,True,18,2,{}
wear,loso_subject_17,17,2,True,18,3,{}
wear,loso_subject_17,17,3,True,18,4,{}
wear,loso_subject_17,17,4,True,18,5,{}
wear,loso_subject_17,17,5,True,18,6,{}
wear,loso_subject_17,17,6,True,18,7,{}
wear,loso_subject_17,17,7,True,18,8,{}
wear,loso_subject_17,17,8,True,18,9,{}
wear,loso_subject_17,17,9,True,18,10,{}
wear,loso_subject_17,17,10,True,18,11,{}
wear,loso_subject_17,17,11,True,18,12,{}
wear,loso_subject_17,17,12,True,18,13,{}
wear,loso_subject_17,17,13,True,18,14,{}
wear,loso_subject_17,17,14,True,18,15,{}
wear,loso_subject_17,17,15,True,18,16,{}
wear,loso_subject_17,17,16,True,18,17,{}
wear,loso_subject_18,18,0,True,18,1,{}
wear,loso_subject_18,18,1,True,18,2,{}
wear,loso_subject_18,18,2,True,18,3,{}
wear,loso_subject_18,18,3,True,18,4,{}
wear,loso_subject_18,18,4,True,18,5,{}
wear,loso_subject_18,18,5,True,18,6,{}
wear,loso_subject_18,18,6,True,18,7,{}
wear,loso_subject_18,18,7,True,18,8,{}
wear,loso_subject_18,18,8,True,18,9,{}
wear,loso_subject_18,18,9,True,18,10,{}
wear,loso_subject_18,18,10,True,18,11,{}
wear,loso_subject_18,18,11,True,18,12,{}
wear,loso_subject_18,18,12,True,18,13,{}
wear,loso_subject_18,18,13,True,18,14,{}
wear,loso_subject_18,18,14,True,18,15,{}
wear,loso_subject_18,18,15,True,18,16,{}
wear,loso_subject_18,18,16,True,18,17,{}
wear,loso_subject_19,19,0,True,18,1,{}
wear,loso_subject_19,19,1,True,18,2,{}
wear,loso_subject_19,19,2,True,18,3,{}
wear,loso_subject_19,19,3,True,18,4,{}
wear,loso_subject_19,19,4,True,18,5,{}
wear,loso_subject_19,19,5,True,18,6,{}
wear,loso_subject_19,19,6,True,18,7,{}
wear,loso_subject_19,19,7,True,18,8,{}
wear,loso_subject_19,19,8,True,18,9,{}
wear,loso_subject_19,19,9,True,18,10,{}
wear,loso_subject_19,19,10,True,18,11,{}
wear,loso_subject_19,19,11,True,18,12,{}
wear,loso_subject_19,19,12,True,18,13,{}
wear,loso_subject_19,19,13,True,18,14,{}
wear,loso_subject_19,19,14,True,18,15,{}
wear,loso_subject_19,19,15,True,18,16,{}
wear,loso_subject_19,19,16,True,18,17,{}
wear,loso_subject_20,20,0,True,18,1,{}
wear,loso_subject_20,20,1,True,18,2,{}
wear,loso_subject_20,20,2,True,18,3,{}
wear,loso_subject_20,20,3,True,18,4,{}
wear,loso_subject_20,20,4,True,18,5,{}
wear,loso_subject_20,20,5,True,18,6,{}
wear,loso_subject_20,20,6,True,18,7,{}
wear,loso_subject_20,20,7,True,18,8,{}
wear,loso_subject_20,20,8,True,18,9,{}
wear,loso_subject_20,20,9,True,18,10,{}
wear,loso_subject_20,20,10,True,18,11,{}
wear,loso_subject_20,20,11,True,18,12,{}
wear,loso_subject_20,20,12,True,18,13,{}
wear,loso_subject_20,20,13,True,18,14,{}
wear,loso_subject_20,20,14,True,18,15,{}
wear,loso_subject_20,20,15,True,18,16,{}
wear,loso_subject_20,20,16,True,18,17,{}
wear,loso_subject_21,21,0,True,18,1,{}
wear,loso_subject_21,21,1,True,18,2,{}
wear,loso_subject_21,21,2,True,18,3,{}
wear,loso_subject_21,21,3,True,18,4,{}
wear,loso_subject_21,21,4,True,18,5,{}
wear,loso_subject_21,21,5,True,18,6,{}
wear,loso_subject_21,21,6,True,18,7,{}
wear,loso_subject_21,21,7,True,18,8,{}
wear,loso_subject_21,21,8,True,18,9,{}
wear,loso_subject_21,21,9,True,18,10,{}
wear,loso_subject_21,21,10,True,18,11,{}
wear,loso_subject_21,21,11,True,18,12,{}
wear,loso_subject_21,21,12,True,18,13,{}
wear,loso_subject_21,21,13,True,18,14,{}
wear,loso_subject_21,21,14,True,18,15,{}
wear,loso_subject_21,21,15,True,18,16,{}
wear,loso_subject_21,21,16,True,18,17,{}
wear,loso_subject_22,22,0,True,18,1,{}
wear,loso_subject_22,22,1,True,18,2,{}
wear,loso_subject_22,22,2,True,18,3,{}
wear,loso_subject_22,22,3,True,18,4,{}
wear,loso_subject_22,22,4,True,18,5,{}
wear,loso_subject_22,22,5,True,18,6,{}
wear,loso_subject_22,22,6,True,18,7,{}
wear,loso_subject_22,22,7,True,18,8,{}
wear,loso_subject_22,22,8,True,18,9,{}
wear,loso_subject_22,22,9,True,18,10,{}
wear,loso_subject_22,22,10,True,18,11,{}
wear,loso_subject_22,22,11,True,18,12,{}
wear,loso_subject_22,22,12,True,18,13,{}
wear,loso_subject_22,22,13,True,18,14,{}
wear,loso_subject_22,22,14,True,18,15,{}
wear,loso_subject_22,22,15,True,18,16,{}
wear,loso_subject_22,22,16,True,18,17,{}
wear,loso_subject_23,23,0,True,18,1,{}
wear,loso_subject_23,23,1,True,18,2,{}
wear,loso_subject_23,23,2,True,18,3,{}
wear,loso_subject_23,23,3,True,18,4,{}
wear,loso_subject_23,23,4,True,18,5,{}
wear,loso_subject_23,23,5,True,18,6,{}
wear,loso_subject_23,23,6,True,18,7,{}
wear,loso_subject_23,23,7,True,18,8,{}
wear,loso_subject_23,23,8,True,18,9,{}
wear,loso_subject_23,23,9,True,18,10,{}
wear,loso_subject_23,23,10,True,18,11,{}
wear,loso_subject_23,23,11,True,18,12,{}
wear,loso_subject_23,23,12,True,18,13,{}
wear,loso_subject_23,23,13,True,18,14,{}
wear,loso_subject_23,23,14,True,18,15,{}
wear,loso_subject_23,23,15,True,18,16,{}
wear,loso_subject_23,23,16,True,18,17,{}
harth,loso_subject_0,0,0,True,10,1,{}
harth,loso_subject_0,0,1,True,10,2,{}
harth,loso_subject_0,0,2,False,10,3,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}}"
harth,loso_subject_0,0,3,False,10,4,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 3, ""name"": ""Standing""}}"
